user_id,button_name,question_id,question_text,user_answer,timestamp
0,"Begin Study",NULL,NULL,NULL,"2024-04-22 11:35:22.075"
1,"Claim User ID",NULL,NULL,NULL,"2024-04-22 11:35:23.592"
0,"Begin Study",NULL,NULL,NULL,"2024-04-22 11:35:27.188"
2,"Claim User ID",NULL,NULL,NULL,"2024-04-22 11:35:27.894"
0,"Begin Study",NULL,NULL,NULL,"2024-04-22 11:35:29.866"
3,"Claim User ID",NULL,NULL,NULL,"2024-04-22 11:35:30.462"
0,"Begin Study",NULL,NULL,NULL,"2024-04-22 11:35:32.389"
4,"Claim User ID",NULL,NULL,NULL,"2024-04-22 11:35:33.462"
0,"Begin Study",NULL,NULL,NULL,"2024-04-22 11:35:35.458"
5,"Claim User ID",NULL,NULL,NULL,"2024-04-22 11:35:35.991"
0,"Begin Study",NULL,NULL,NULL,"2024-04-22 11:35:37.556"
6,"Claim User ID",NULL,NULL,NULL,"2024-04-22 11:35:37.990"
0,"Begin Study",NULL,NULL,NULL,"2024-04-22 11:35:39.906"
7,"Claim User ID",NULL,NULL,NULL,"2024-04-22 11:35:40.702"
0,"Begin Study",NULL,NULL,NULL,"2024-04-22 11:35:42.387"
8,"Claim User ID",NULL,NULL,NULL,"2024-04-22 11:35:42.933"
0,"Begin Study",NULL,NULL,NULL,"2024-04-22 11:35:44.658"
9,"Claim User ID",NULL,NULL,NULL,"2024-04-22 11:35:45.806"
0,"Begin Study",NULL,NULL,NULL,"2024-04-22 11:35:47.762"
0,"Begin Study",NULL,NULL,NULL,"2024-04-22 11:35:49.626"
10,"Claim User ID",NULL,NULL,NULL,"2024-04-22 11:35:50.398"
0,"Begin Study",NULL,NULL,NULL,"2024-04-22 11:35:52.154"
11,"Claim User ID",NULL,NULL,NULL,"2024-04-22 11:35:52.838"
0,"Begin Study",NULL,NULL,NULL,"2024-04-22 11:35:55.522"
12,"Claim User ID",NULL,NULL,NULL,"2024-04-22 11:35:56.654"
0,"Begin Study",NULL,NULL,NULL,"2024-04-22 11:35:58.514"
13,"Claim User ID",NULL,NULL,NULL,"2024-04-22 11:35:59.438"
0,"Begin Study",NULL,NULL,NULL,"2024-04-22 11:36:01.914"
14,"Claim User ID",NULL,NULL,NULL,"2024-04-22 11:36:02.958"
0,"Begin Study",NULL,NULL,NULL,"2024-04-22 11:36:05.066"
15,"Claim User ID",NULL,NULL,NULL,"2024-04-22 11:36:05.670"
0,"Begin Study",NULL,NULL,NULL,"2024-04-22 11:36:26.417"
16,"Claim User ID",NULL,NULL,NULL,"2024-04-22 11:36:27.468"
0,"Begin Study",NULL,NULL,NULL,"2024-04-22 11:36:29.721"
17,"Claim User ID",NULL,NULL,NULL,"2024-04-22 11:36:30.580"
0,"Begin Study",NULL,NULL,NULL,"2024-04-22 11:36:32.777"
18,"Claim User ID",NULL,NULL,NULL,"2024-04-22 11:36:33.869"
0,"Begin Study",NULL,NULL,NULL,"2024-04-22 11:36:36.481"
19,"Claim User ID",NULL,NULL,NULL,"2024-04-22 11:36:37.099"
0,"Begin Study",NULL,NULL,NULL,"2024-04-22 11:36:39.048"
20,"Claim User ID",NULL,NULL,NULL,"2024-04-22 11:36:40.620"
0,"Begin Study",NULL,NULL,NULL,"2024-04-22 11:36:42.505"
21,"Claim User ID",NULL,NULL,NULL,"2024-04-22 11:36:43.395"
0,"Begin Study",NULL,NULL,NULL,"2024-04-22 11:36:45.560"
22,"Claim User ID",NULL,NULL,NULL,"2024-04-22 11:36:46.197"
0,"Begin Study",NULL,NULL,NULL,"2024-04-22 11:36:48.632"
23,"Claim User ID",NULL,NULL,NULL,"2024-04-22 11:36:49.525"
0,"Begin Study",NULL,NULL,NULL,"2024-04-22 11:36:51.416"
24,"Claim User ID",NULL,NULL,NULL,"2024-04-22 11:36:51.973"
0,"Begin Study",NULL,NULL,NULL,"2024-04-22 11:36:53.952"
25,"Claim User ID",NULL,NULL,NULL,"2024-04-22 11:36:54.499"
0,"Begin Study",NULL,NULL,NULL,"2024-04-22 11:36:56.224"
26,"Claim User ID",NULL,NULL,NULL,"2024-04-22 11:36:56.723"
0,"Begin Study",NULL,NULL,NULL,"2024-04-22 11:36:58.592"
27,"Claim User ID",NULL,NULL,NULL,"2024-04-22 11:36:59.180"
0,"Begin Study",NULL,NULL,NULL,"2024-04-22 11:37:01.417"
28,"Claim User ID",NULL,NULL,NULL,"2024-04-22 11:37:02.053"
0,"Begin Study",NULL,NULL,NULL,"2024-04-22 11:37:04.344"
29,"Claim User ID",NULL,NULL,NULL,"2024-04-22 11:37:04.924"
0,"Begin Study",NULL,NULL,NULL,"2024-04-22 11:37:07.233"
30,"Claim User ID",NULL,NULL,NULL,"2024-04-22 11:37:07.915"
30,"Begin Prestudy",NULL,NULL,NULL,"2024-04-22 11:37:14.529"
0,"Begin Study",NULL,NULL,NULL,"2024-04-22 11:37:18.408"
31,"Claim User ID",NULL,NULL,NULL,"2024-04-22 11:37:19.308"
31,"Begin Prestudy",NULL,NULL,NULL,"2024-04-22 12:18:00.079"
31,Submit,NULL,"What's your age?",26,"2024-04-22 12:18:05.672"
31,Submit,NULL,"What's your major?","Computer Science","2024-04-22 12:18:13.559"
31,Submit,NULL,"The graph above shows the percentage of people who die from different types of c",25%,"2024-04-22 12:18:32.230"
31,Submit,NULL,"You see two magazines advertisements on separate pages. Each advertisement is fo","They are equal","2024-04-22 12:19:23.006"
31,Submit,NULL,"The graph above shows the number of men and women with disease X. The total numb",20,"2024-04-22 12:19:43.495"
31,Submit,NULL,"You see two newspaper advertisements on separate pages. Each advertisement is fo",Nopsorian,"2024-04-22 12:20:06.511"
31,"Start Calibration",NULL,NULL,NULL,"2024-04-22 12:20:10.221"
31,"Begin Main Study",NULL,NULL,NULL,"2024-04-22 12:20:16.446"
31,Submit,47,"1. Vaccines began getting administered in March (according to the chart).",True,"2024-04-22 12:20:31.438"
31,Submit,31,"2. The day with the lowest number of COVID-related deaths in California in Janua",False,"2024-04-22 12:20:50.615"
31,Submit,17,"3. More people became fully vaccinated in July than in February.",True,"2024-04-22 12:20:59.526"
31,Submit,20,"4. January was the month with the least amount of full vaccinations completed.",True,"2024-04-22 12:21:17.558"
31,Submit,8,"5. On January 9, there were about 245,000 new COVID cases.",True,"2024-04-22 12:21:27.855"
31,Submit,50,"6. The total number of vaccines administered at the beginning of March was aroun",False,"2024-04-22 12:21:44.863"
31,Submit,3,"7. On January 16th, the number of new cases was about half that of the day befor",True,"2024-04-22 12:21:54.879"
31,Submit,33,"8. The day with the highest number of COVID-related deaths in California in Janu",False,"2024-04-22 12:22:16.399"
31,Submit,49,"9. The total number of vaccines administered at the beginning of March was aroun",False,"2024-04-22 12:22:24.751"
31,Submit,27,"10. There were more people in California hospitalized from COVID on April 5 in 2",False,"2024-04-22 12:22:50.301"
31,Submit,24,"11. There were around 1200 people in California hospitalized from COVID in the b",False,"2024-04-22 12:23:03.311"
31,Submit,37,"12. There were less COVID-related deaths in California in the first half of the ",False,"2024-04-22 12:23:16.478"
31,Submit,19,"13. More than half of the U.S. population was fully vaccinated by October.",True,"2024-04-22 12:23:38.526"
31,Submit,23,"14. There were around 2000 people in California hospitalized from COVID in the b",True,"2024-04-22 12:23:47.454"
31,Submit,14,"15. In June, half as many people became fully vaccinated as compared to the amou",False,"2024-04-22 12:23:59.072"
31,Submit,48,"16. Vaccines had been administered before March (according to the chart).",True,"2024-04-22 12:24:06.071"
31,Submit,45,"17. Vaccines were administered in January.",True,"2024-04-22 12:24:13.695"
31,Submit,30,"18. There were around 1700 people in California hospitalized from COVID in the e",True,"2024-04-22 12:24:26.815"
31,Submit,38,"19. There were less COVID-related deaths in California in the second half of the",False,"2024-04-22 12:24:34.646"
31,Submit,44,"20. Around 4,500,000 total vaccines had been administered at the beginning of Fe",True,"2024-04-22 12:24:41.614"
31,Submit,36,"21. There were more COVID-related deaths in California in the second half of the",True,"2024-04-22 12:24:50.888"
31,Submit,2,"22. Between January 7th and January 8th, the number of new cases more than doubl",False,"2024-04-22 12:24:57.673"
31,Submit,40,"23. The number of COVID-related deaths in California in January were trending do",False,"2024-04-22 12:25:24.808"
31,Submit,13,"24. By August, at least half of the U.S. population was fully vaccinated.",True,"2024-04-22 12:25:36.703"
31,Submit,7,"25. Between January 9 and January 10, there were less than 5 new COVID cases.",False,"2024-04-22 12:25:59.791"
31,Submit,29,"26. There were more people in California hospitalized from COVID on April 5 in 2",False,"2024-04-22 12:26:15.855"
31,Submit,12,"27. By May, about a quarter of the U.S. population was fully vaccinated.",False,"2024-04-22 12:26:26.694"
31,Submit,10,"28. Between January 7th and January 17th, the highest daily count of new COVID c",False,"2024-04-22 12:26:52.581"
31,Submit,41,"29. No vaccines had been administered at the beginning of January.",False,"2024-04-22 12:27:00.158"
31,Submit,5,"30. From January 7 to January 17, the number of new cases generally declined.",True,"2024-04-22 12:27:07.767"
31,Submit,46,"31. Vaccines were administered in February.",True,"2024-04-22 12:27:16.414"
31,Submit,4,"32. On January 17th, the number of new cases decreased by more than half that of",False,"2024-04-22 12:27:29.322"
31,Submit,16,"33. More people became fully vaccinated in the Summer (June, July, August) than ",False,"2024-04-22 12:27:51.879"
31,Submit,26,"34. There were less people in California hospitalized from COVID on April 5 in 2",False,"2024-04-22 12:28:03.407"
