user_id,button_name,question_id,question_text,user_answer,timestamp
0,"Begin Study",NULL,NULL,NULL,"2024-04-22 11:42:44.347"
1,"Claim User ID",NULL,NULL,NULL,"2024-04-22 11:42:46.717"
0,"Begin Study",NULL,NULL,NULL,"2024-04-22 11:42:49.088"
2,"Claim User ID",NULL,NULL,NULL,"2024-04-22 11:42:50.021"
0,"Begin Study",NULL,NULL,NULL,"2024-04-22 11:42:51.721"
0,"Begin Study",NULL,NULL,NULL,"2024-04-22 11:42:54.569"
4,"Claim User ID",NULL,NULL,NULL,"2024-04-22 11:42:55.388"
0,"Begin Study",NULL,NULL,NULL,"2024-04-22 11:42:57.280"
5,"Claim User ID",NULL,NULL,NULL,"2024-04-22 11:42:57.835"
0,"Begin Study",NULL,NULL,NULL,"2024-04-22 11:42:59.480"
6,"Claim User ID",NULL,NULL,NULL,"2024-04-22 11:43:00.083"
6,"Begin Prestudy",NULL,NULL,NULL,"2024-04-22 11:44:05.008"
0,"Begin Study",NULL,NULL,NULL,"2024-04-22 11:44:10.952"
7,"Claim User ID",NULL,NULL,NULL,"2024-04-22 11:44:11.811"
0,"Begin Study",NULL,NULL,NULL,"2024-04-22 11:44:13.343"
8,"Claim User ID",NULL,NULL,NULL,"2024-04-22 11:44:14.242"
0,"Begin Study",NULL,NULL,NULL,"2024-04-22 11:44:15.991"
9,"Claim User ID",NULL,NULL,NULL,"2024-04-22 11:44:16.387"
0,"Begin Study",NULL,NULL,NULL,"2024-04-22 11:44:18.023"
10,"Claim User ID",NULL,NULL,NULL,"2024-04-22 11:44:18.755"
0,"Begin Study",NULL,NULL,NULL,"2024-04-22 11:44:20.431"
11,"Claim User ID",NULL,NULL,NULL,"2024-04-22 11:44:21.084"
0,"Begin Study",NULL,NULL,NULL,"2024-04-22 11:44:22.735"
12,"Claim User ID",NULL,NULL,NULL,"2024-04-22 11:44:23.306"
0,"Begin Study",NULL,NULL,NULL,"2024-04-22 11:44:25.047"
13,"Claim User ID",NULL,NULL,NULL,"2024-04-22 11:44:25.666"
0,"Begin Study",NULL,NULL,NULL,"2024-04-22 11:44:27.495"
14,"Claim User ID",NULL,NULL,NULL,"2024-04-22 11:44:28.899"
0,"Begin Study",NULL,NULL,NULL,"2024-04-22 11:44:30.927"
15,"Claim User ID",NULL,NULL,NULL,"2024-04-22 11:44:31.613"
0,"Begin Study",NULL,NULL,NULL,"2024-04-22 11:44:33.455"
16,"Claim User ID",NULL,NULL,NULL,"2024-04-22 11:44:34.074"
0,"Begin Study",NULL,NULL,NULL,"2024-04-22 11:44:36.208"
17,"Claim User ID",NULL,NULL,NULL,"2024-04-22 11:44:37.531"
0,"Begin Study",NULL,NULL,NULL,"2024-04-22 11:44:40.919"
18,"Claim User ID",NULL,NULL,NULL,"2024-04-22 11:44:42.204"
18,"Begin Prestudy",NULL,NULL,NULL,"2024-04-22 11:44:48.328"
0,"Begin Study",NULL,NULL,NULL,"2024-04-22 11:44:52.136"
19,"Claim User ID",NULL,NULL,NULL,"2024-04-22 11:44:53.154"
19,"Begin Prestudy",NULL,NULL,NULL,"2024-04-22 11:44:53.926"
0,"Begin Study",NULL,NULL,NULL,"2024-04-22 11:44:56.687"
20,"Claim User ID",NULL,NULL,NULL,"2024-04-22 11:44:57.203"
0,"Begin Study",NULL,NULL,NULL,"2024-04-22 11:44:58.967"
21,"Claim User ID",NULL,NULL,NULL,"2024-04-22 11:44:59.746"
